UID_NUCCORE	ACC_NUCCORE	Description_NUCCORE	CreateDate_NUCCORE	Topology_NUCCORE	Completeness_NUCCORE	TaxonID_NUCCORE	Genome_NUCCORE	Length_NUCCORE	Source_NUCCORE	UID_ASSEMBLY	Status_ASSEMBLY	SeqReleaseDate_ASSEMBLY	SubmissionDate_ASSEMBLY	Latest_ASSEMBLY	UID_BIOSAMPLE	ACC_BIOSAMPLE	Location_BIOSAMPLE	Coordinates_BIOSAMPLE	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	taxon_name	taxon_rank	lineage	taxon_species_id	taxon_species_name	taxon_genus_id	taxon_genus_name	taxon_family_id	taxon_family_name	taxon_order_id	taxon_order_name	taxon_class_id	taxon_class_name	taxon_phylum_id	taxon_phylum_name	taxon_superkingdom_id	taxon_superkingdom_name	loc_lat	loc_lng	loc_parsed	GC_NUCCORE	Identical	OldVersion	hits_rMLST	hitscount_rMLST	D1	D2	plasmidfinder	pmlst
1910539323	NZ_CP061689.1	Acinetobacter seifertii strain AS4 plasmid pAS4-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	102140	RefSeq	8151181	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092210	SAMN16092210	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.0101821029959	CP061689.1			0	8.160242	2.7368174		
1910539322	NZ_CP061688.1	Acinetobacter seifertii strain AS4 plasmid pAS4-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	276086	RefSeq	8151181	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092210	SAMN16092210	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	37.7204928898966	CP061688.1			0	7.734483	3.065415		
1910538925	NZ_CP061674.1	Acinetobacter seifertii strain AS23 plasmid pAS23-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	126624	RefSeq	8151131	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092216	SAMN16092216	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.1710892089967	CP061674.1			0	8.192413	2.7363992		
1910538924	NZ_CP061673.1	Acinetobacter seifertii strain AS23 plasmid pAS23-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	290682	RefSeq	8151131	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092216	SAMN16092216	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.5576609490784	CP061673.1			0	7.762262	3.0663903		
1910537550	NZ_CP030168.1	Xanthomonas citri pv. punicae strain LMG7504 plasmid unnamed2, complete sequence	2020/09/28	circular	complete	487838	plasmid	65562	RefSeq	3387871	Complete Genome	2019/06/11 00:00	2019/06/11 00:00	True	4145207	SAMN04145207	India			Punica granatum	Microbe	Xanthomonas citri pv. punicae		cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group; Xanthomonas citri	346	Xanthomonas citri	338	Xanthomonas	32033	Xanthomonadaceae	135614	Xanthomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	20.009515	64.4220604	India	62.2342210426772	CP030168.1			0	1.0000043	3.633497		
1910537549	NZ_CP030167.1	Xanthomonas citri pv. punicae strain LMG7504 plasmid unnamed1, complete sequence	2020/09/28	circular	complete	487838	plasmid	121512	RefSeq	3387871	Complete Genome	2019/06/11 00:00	2019/06/11 00:00	True	4145207	SAMN04145207	India			Punica granatum	Microbe	Xanthomonas citri pv. punicae		cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group; Xanthomonas citri	346	Xanthomonas citri	338	Xanthomonas	32033	Xanthomonadaceae	135614	Xanthomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	20.009515	64.4220604	India	61.435907564685	CP030167.1			0	1.2204736	3.3602116		
1910537473	NZ_CP061555.1	Acinetobacter seifertii strain AS78 plasmid pAS78-4, complete sequence	2020/09/28	circular	complete	1530123	plasmid	3857	RefSeq	8150841	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092245	SAMN16092245	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	42.1830438164376	CP061555.1			0	-10.289609	-0.31027696		
1910537472	NZ_CP061554.1	Acinetobacter seifertii strain AS78 plasmid pAS78-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	5891	RefSeq	8150841	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092245	SAMN16092245	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	37.820404006111	CP061554.1			0	8.398037	1.6297746		
1910537471	NZ_CP061553.1	Acinetobacter seifertii strain AS78 plasmid pAS78-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	8101	RefSeq	8150841	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092245	SAMN16092245	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	32.5391926922602	CP061553.1			0	7.8149915	1.5735095		
1910537470	NZ_CP061552.1	Acinetobacter seifertii strain AS78 plasmid pAS78-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	90596	RefSeq	8150841	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092245	SAMN16092245	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	40.9433087553534	CP061552.1			0	7.8306475	2.5970085		
1910535782	NZ_CP061560.1	Acinetobacter seifertii strain AS74 plasmid pAS74-4, complete sequence	2020/09/28	circular	complete	1530123	plasmid	12797	RefSeq	8150831	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092244	SAMN16092244	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	35.563022583418	CP061560.1			0	8.032063	1.4757826		
1910535781	NZ_CP061559.1	Acinetobacter seifertii strain AS74 plasmid pAS74-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	30725	RefSeq	8150831	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092244	SAMN16092244	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	41.0284784377543	CP061559.1			0	7.915985	2.0050986		
1910535780	NZ_CP061558.1	Acinetobacter seifertii strain AS74 plasmid pAS74-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	107550	RefSeq	8150831	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092244	SAMN16092244	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.6768944676894	CP061558.1			0	8.224849	2.7509692		
1910535779	NZ_CP061557.1	Acinetobacter seifertii strain AS74 plasmid pAS74-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	336046	RefSeq	8150831	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092244	SAMN16092244	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.6457627824762	CP061557.1			0	7.740599	3.09483		
1910534390	NZ_CP061654.1	Acinetobacter seifertii strain AS34 plasmid pAS34-4, complete sequence	2020/09/28	circular	complete	1530123	plasmid	2450	RefSeq	8151061	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092222	SAMN16092222	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.3673469387755	CP061654.1			0	-6.737461	4.6472955		
1910534389	NZ_CP061653.1	Acinetobacter seifertii strain AS34 plasmid pAS34-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	6077	RefSeq	8151061	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092222	SAMN16092222	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.2463386539411	CP061653.1			0	-9.950699	7.492806		
1910534388	NZ_CP061652.1	Acinetobacter seifertii strain AS34 plasmid pAS34-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	74104	RefSeq	8151061	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092222	SAMN16092222	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	33.5676886537839	CP061652.1			0	18.92816	5.0205803		
1910534387	NZ_CP061651.1	Acinetobacter seifertii strain AS34 plasmid pAS34-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	105790	RefSeq	8151061	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092222	SAMN16092222	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.6520465072313	CP061651.1			0	8.237689	2.775247		
1910534349	NZ_CP061602.1	Acinetobacter seifertii strain AS58 plasmid pAS58-4, complete sequence	2020/09/28	circular	complete	1530123	plasmid	6077	RefSeq	8150951	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092234	SAMN16092234	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	39.2463386539411	CP061602.1			0	-9.956228	7.498052		
1910534348	NZ_CP061601.1	Acinetobacter seifertii strain AS58 plasmid pAS58-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	74122	RefSeq	8150951	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092234	SAMN16092234	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	33.5622352338037	CP061601.1			0	18.929047	5.02266		
1910534347	NZ_CP061600.1	Acinetobacter seifertii strain AS58 plasmid pAS58-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	105805	RefSeq	8150951	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092234	SAMN16092234	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.6465667974103	CP061600.1			0	8.198665	2.7452884		
1910534346	NZ_CP061599.1	Acinetobacter seifertii strain AS58 plasmid pAS58-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	135194	RefSeq	8150951	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092234	SAMN16092234	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	36.2138852315931	CP061599.1			0	7.5583444	13.063308		
1910534283	NZ_CP061591.1	Acinetobacter seifertii strain AS61 plasmid pAS61-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	8841	RefSeq	8150921	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092237	SAMN16092237	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	37.0546318289786	CP061591.1			0	8.093214	1.5808569		
1910534282	NZ_CP061590.1	Acinetobacter seifertii strain AS61 plasmid pAS61-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	93205	RefSeq	8150921	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092237	SAMN16092237	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.4410707580065	CP061590.1			0	8.306412	2.8201602		
1910533785	NZ_CP030160.1	Xanthomonas citri pv. punicae strain BD0022 plasmid unnamed, complete sequence	2020/09/28	circular	complete	487838	plasmid	121642	RefSeq	3387881	Complete Genome	2019/06/11 00:00	2019/06/11 00:00	True	6885335	SAMN06885335	India	missing	leaf	Punica granatum	whole organism	Xanthomonas citri pv. punicae		cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group; Xanthomonas citri	346	Xanthomonas citri	338	Xanthomonas	32033	Xanthomonadaceae	135614	Xanthomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	20.009515	64.4220604	India	61.4467042633301	CP030160.1			0	1.2540992	3.4113216		
1910533766	NZ_CP061697.1	Acinetobacter seifertii strain AS6 plasmid pAS6-6, complete sequence	2020/09/28	circular	complete	1530123	plasmid	2607	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	37.9746835443038	CP061697.1			0	8.612722	1.7363048		
1910533765	NZ_CP061696.1	Acinetobacter seifertii strain AS6 plasmid pAS6-5, complete sequence	2020/09/28	circular	complete	1530123	plasmid	12192	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	34.4488188976378	CP061696.1			0	7.8139267	1.5129802		
1910533764	NZ_CP061695.1	Acinetobacter seifertii strain AS6 plasmid pAS6-4, complete sequence	2020/09/28	circular	complete	1530123	plasmid	20374	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	34.8876018454893	CP061695.1			0	7.971154	1.4634188		
1910533763	NZ_CP061694.1	Acinetobacter seifertii strain AS6 plasmid pAS6-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	28012	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.1550763958304	CP061694.1			0	7.9702907	2.354045		
1910533762	NZ_CP061693.1	Acinetobacter seifertii strain AS6 plasmid pAS6-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	39663	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	40.2264074830447	CP061693.1			0	8.330993	2.8640785		
1910533761	NZ_CP061692.1	Acinetobacter seifertii strain AS6 plasmid pAS6-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	123099	RefSeq	8151161	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092212	SAMN16092212	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	37.9288215176403	CP061692.1			0	8.191278	2.737536		
1910533314	NZ_CP061671.1	Acinetobacter seifertii strain AS24 plasmid pAS24-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	70777	RefSeq	8151111	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092217	SAMN16092217	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	33.3893779052517	CP061671.1			0	18.914093	5.0113606		
1910533313	NZ_CP061670.1	Acinetobacter seifertii strain AS24 plasmid pAS24-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	106134	RefSeq	8151111	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092217	SAMN16092217	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	38.6605611773795	CP061670.1			0	8.192238	2.7381756		
1910533259	NZ_CP061612.1	Acinetobacter seifertii strain AS52 plasmid pAS52-3, complete sequence	2020/09/28	circular	complete	1530123	plasmid	10070	RefSeq	8150981	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092231	SAMN16092231	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	35.0148957298908	CP061612.1			0	7.9835906	1.600404		
1910533258	NZ_CP061611.1	Acinetobacter seifertii strain AS52 plasmid pAS52-2, complete sequence	2020/09/28	circular	complete	1530123	plasmid	16243	RefSeq	8150981	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092231	SAMN16092231	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	34.0946869420674	CP061611.1			0	7.9646773	1.4924802		
1910533257	NZ_CP061610.1	Acinetobacter seifertii strain AS52 plasmid pAS52-1, complete sequence	2020/09/28	circular	complete	1530123	plasmid	79144	RefSeq	8150981	Complete Genome	2020/09/24 00:00	2020/09/24 00:00	True	16092231	SAMN16092231	Taiwan	not collected	blood	Homo sapiens		Acinetobacter seifertii	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	1530123	Acinetobacter seifertii	469	Acinetobacter	468	Moraxellaceae	72274	Pseudomonadales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23.5982979	120.8353631	Taiwan	41.2273829980794	CP061610.1			0	8.330623	2.826503		
